response_id,target_id,interaction_type,label,event,target_text,target_created_at,response_text,response_created_at,Times_Labeled
994967924774498304,994260543144972288,Quote,Explicit_Denial,Santa_Fe_Shooting,"I asked Trump nominee Gina Haspel four different times whether she believe the CIA’s previous interrogation techniques, like waterboarding, were immoral. She repeatedly declined to answer. https://t.co/UhH0j3U4uY",2018-05-09 16:59:20+00:00,"Kamala spread her legs &amp; lies all the way to the top.

She can't stand to see strong women break glass ceilings in… https://t.co/9ZaT9iU8yZ",2018-05-11 15:50:13+00:00,2
1018197208967942144,1018185749924020224,Quote,Explicit_Denial,General_Terms,"President Obama mocked the notion that Russia was a threat in 2012, and then fell asleep at the wheel as Russia attacked our electoral system in 2016. Why aren’t Democrats and the mainstream media outraged at him?",2018-07-14 17:29:34+00:00,"Hi @GOPChairwoman r u inspired #JosephGobbels ie 2 tel a lie 100 times &amp; it becomes truth, were is the proof of Russian involvement in ur elections cc @Politicallyin18 @lbrot1 @EternalRiteWing @Txwench @StillUSA1st @KAFosterSowell @shelliecorreia @ConsrvativeDiva @CancerSucksss https://t.co/vchJbsuR7d",2018-07-14 18:15:06+00:00,2
1019064170770305024,1018956785737224192,Quote,Explicit_Denial,General_Terms,,,"We have and we believe our president and do not believe the bull shit coming  out of the ( intell ) community, you all are a bunch of lying traitors ! https://t.co/AyQVRAkCh7",2018-07-17 03:40:06+00:00,2
1018925261587468288,1018883253653196800,Quote,Explicit_Denial,General_Terms,"The problem w Trump’s approach to Russian interference in our election is he sees it only through the lense of whether he won or lost. He did win, but that shouldn’t blind him to how wrong it was for Russia to interfere. I believe Mueller &amp; the intell community. Trump should too.",2018-07-16 15:41:12+00:00,"Ari, I usually find your take refreshing and evenhanded. You're wrong this time. Americans DO NOT TRUST OBAMA'S INTELLIGENCE AGENCY and the made up Russian b.s. https://t.co/auvIPpURVL",2018-07-16 18:28:07+00:00,2
1018953438749585408,1018883595463622656,Quote,Implicit_Denial,General_Terms,,,#Rather your a #liar remember you were #fired now a #propaganda #mouth? https://t.co/SW7BOl27S9,2018-07-16 20:20:05+00:00,1
1018943912617136128,1018923997692596224,Quote,Implicit_Denial,General_Terms,"VP PENCE: ""what the world saw, what the American people saw, is that President Donald Trump will always put the prosperity and security of America first.""",2018-07-16 18:23:06+00:00,where’s the gaslight emoji https://t.co/0vNFdjHaRw,2018-07-16 19:42:14+00:00,1
1018852569689526272,1018821899097387008,Quote,Comment,General_Terms,Girls that lie 😐😒,2018-07-16 11:37:24+00:00,Guys that lie bio😕😒😒 https://t.co/ueHL2hREXL,2018-07-16 13:39:16+00:00,1
997814653513293824,997809188754657280,Quote,Implicit_Support,Santa_Fe_Shooting,"Within hours of massacre, Fox News calls for arming literally ‘anyone’ 

https://t.co/DA1029isiY",2018-05-19 12:00:23+00:00,"Watch #FoxNews some day. Make a list of their advertisers. Ignore all the bullshit gaslighting &amp; outright lying. Boycott the companies advertising there. Our besr weapon against fascism is our spending choices.

#BoycottTrumpSponsors #BoycottGOPSponsors #BoycottRWMediaSponsors https://t.co/Uier7XjhWw",2018-05-19 12:22:06+00:00,1
998256163308425216,997635211809755136,Quote,Implicit_Denial,Santa_Fe_Shooting,Susan and I are saddened by the horrific shooting in Texas and our hearts go out to the community of Santa Fe and the family and friends of those who lost their lives. Grateful to the first responders who bravely risked their own lives in order to save others.,2018-05-19 00:29:04+00:00,Keep your heart comments to yourself - make some real change instead of saying the same tired BS after every school shooting https://t.co/lL8dkqy8mg,2018-05-20 17:36:30+00:00,1
997711231472492544,997639265768103936,Quote,Explicit_Denial,Santa_Fe_Shooting,,,"So many things wrong with this, Idk where to begin...
Where's your evidence? https://t.co/6TL2shq3VI",2018-05-19 05:31:08+00:00,2
1020007316601626624,1020005678277103616,Quote,Explicit_Denial,General_Terms,Am I the only female that done had a nigga running from head? 🙄🤔,2018-07-19 18:01:19+00:00,Caught you in a lie https://t.co/4EsUDYkbeA,2018-07-19 18:07:49+00:00,2
1020035287064465408,1020033402140061696,Quote,Comment,General_Terms,"Meet Lawless Hloni . 

All he does is drink and have fun. 
Sometimes he has fun and then he drinks.

I think we’ve established that Hloni just likes having fun. 

Come meet Hloni this Saturday at Taboo so you too can also have fun. 

Thanks for coming to my Ted Talk😊 https://t.co/wkUBKj1MSI",2018-07-19 19:51:29+00:00,There are NO LAWS!! https://t.co/nUV6iwGAvI,2018-07-19 19:58:58+00:00,1
1020334173444177920,1020333303889620992,Quote,Comment,General_Terms,"The taped conversation took place two months before the election, a month after woman claiming affair w Trump was paid by AMI https://t.co/rUi0eh6wem",2018-07-20 15:43:11+00:00,"No one records just one random conversation. If Cohen recorded this one, there are no doubt many, many others. https://t.co/nZOn96KTCv",2018-07-20 15:46:38+00:00,1
1020355732972204032,1019752371587600384,Quote,Implicit_Support,General_Terms,"Dates are required period, I’m not chilling with a guy I just met! You won’t be in my house and I’m not coming to yours period https://t.co/2BKEnblnrq",2018-07-19 01:14:46+00:00,"When I say this has saved me from dealing w/so many bullshit as niggas!!!! Ain't no pulling up on me PERIOD , if yen doing dates then you'll gone on bout yo business! Put more standards on yourself https://t.co/kImvdKNlEs",2018-07-20 17:12:18+00:00,1
1020112307072970752,1020095037588353024,Quote,Explicit_Denial,General_Terms,Never bullshit a bullshitter,2018-07-19 23:56:24+00:00,Always bullshit a bullshitter https://t.co/3DhuZ3yTFM,2018-07-20 01:05:01+00:00,2
978019806350897152,977710635575324672,Quote,Implicit_Support,Student_Marches,⚡️Look at the crowd size for #MarchForOurLives •I'd say at least 5X more than at Trump 2017 inauguration! 👀 https://t.co/peJx374CPL,2018-03-25 00:55:55+00:00,"@POTUS @PressSec @librarycongress I wonder what stupid LIES Sarah Sanders will hurl to start this week off ?? ALIENS invaded D.C., perhaps? https://t.co/HXH7teOJ8e",2018-03-25 21:24:27+00:00,1
978292296637706240,978288907572871168,Quote,Implicit_Support,Student_Marches,Emma Gonzalez goes viral on the far right ... but the photo is fake https://t.co/gjXnINrnl4,2018-03-26 15:13:45+00:00,@NRA supporters are creating #FakeNews all to attack #GunViolence survivors! #ShameOnYou 🤬🤯 #EnoughIsEnough #BlueWaveComing2018 🌊🌊 https://t.co/URHvUzgpRV,2018-03-26 15:27:13+00:00,1
997831823601397760,997639265768103936,Quote,Explicit_Denial,Santa_Fe_Shooting,"You know what benefits from school shootings?

The home school movement. 

You know what benefits from the home school movement?

Ignorance.

You know what benefits from ignorance?

#Republicanism.

You know what benefits from Republicanism?

The #NRA. 

See it now?",2018-05-19 00:45:10+00:00,Wrong assumptions lead to erroneous conclusions. https://t.co/3N68W5NwJh,2018-05-19 13:30:20+00:00,2
998102014625169408,997963208819331072,Quote,Comment,Santa_Fe_Shooting,,,"#WakeUpUSA To @GOPChairwoman @IvankaTrump @BetsyDeVosED @PressSec @KellyannePolls 
Not one of you lying shits takes time to even tweet about helping with these probs,or education,or schools

U DO take time to continuously tweet about the Glorious leader DJT
So fuck all of U https://t.co/ARXuzK5U02",2018-05-20 07:23:58+00:00,1
998218460617375744,997963208819331072,Quote,Implicit_Denial,Santa_Fe_Shooting,,,"Think really hard before you try to use human suffering to further your agenda. This is devastation. There are no winners. No politics. Just people. Rhetoric like this may not help, but you can. You're somewhere. You can be someone's small miracle, because you ARE somebody. Rise. https://t.co/ioUIQuDCas",2018-05-20 15:06:41+00:00,1
997913619940675584,997888614288666624,Quote,Explicit_Denial,Santa_Fe_Shooting,"So far in 2018, a member of the military has been about 40 times as likely to be killed as someone is to die in a school shooting.",2018-05-19 17:16:00+00:00,97% of all statistics are made up on the spot...😒 https://t.co/zlgx7G8Nbg,2018-05-19 18:55:21+00:00,2
997909710589300736,997907809281957888,Quote,Implicit_Support,Santa_Fe_Shooting,How ironic these school shooting take place right when DOJ/FBI are under fire to divert the media attention to take away the 2A. Now it’s a shot gun and pistol. The kid was bullied on social media. Maybe it’s social media’s fault.  Who really behind it? https://t.co/JMqbNNcNWx,2018-05-19 18:32:16+00:00,"FALSE FLAGS!
🙏💗🇺🇸 https://t.co/KVaQBNE0zs",2018-05-19 18:39:49+00:00,1
1021330968580276224,1021299467864031232,Quote,Implicit_Denial,General_Terms,Why My Health Record can't have 'military-grade' security https://t.co/rWqjuwarQz,2018-07-23 07:42:22+00:00,"A minister defending their project by saying it has ""military-grade security"" should just get in the bin. Is there a better indicator that our current representatives are the wrong people for the job and should not have our data. https://t.co/yBCIhKgR0Z",2018-07-23 09:47:32+00:00,1
1021800716313272320,1021618965343174656,Quote,Implicit_Denial,General_Terms,,,what is wrong with y’all why do you think “psychopath” is an okay insult to use why do you hate mentally ill people lol https://t.co/w9ubkGshkI,2018-07-24 16:54:09+00:00,1
1021839459736846336,1021768215221952512,Quote,Explicit_Denial,General_Terms,So now we see that Jeremy’s reforendum position has been halfhearted because it was just a trick to win more votes from the Brexiteers without scaring the Remainers. Mark my words he’ll soo line up with Trump and Mogg if thats where the votes lie on the final vote . #JdoesaLexit,2018-07-24 14:45:00+00:00,I dont think so Tony. He has never been after votes. Simply a better society for all. I think you are gravely mistaken in your personal opinion of him https://t.co/pBjPBvU3Ro,2018-07-24 19:28:06+00:00,2
1021879435149099008,1021873651862392832,Quote,Implicit_Support,General_Terms,"#RaceBaiter 

👸🏾 The Queen Of Race Baiting, April Ryan, says reporter told her, 'The only reason you get called on is because you're black' https://t.co/i7aIJ2Q9K3

.......and if she didn’t get called on, the excuse would be ‘because you are black’ 🙄",2018-07-24 21:43:58+00:00,"Ok, April Lyin' Ryan, I'm calling your lying, rascist, fat ass out!

WHAT REPORTER TOLD YOU THIS?

You can't and won't answer because it is a big fat lie, just like you.

Reporters are supposed to REPORT the news, not BE the news so sit down, STFU, and DO YOUR JOB!

#FakeNewsCNN https://t.co/3eyvLgvheg",2018-07-24 22:06:57+00:00,1
998625486480859136,997531945977475072,Quote,Explicit_Denial,Santa_Fe_Shooting,,,"FALSE. ONLY IN 1999 WAS A SCHOOL SHOOTING IN NETHERLABDS, FIX YOUR SOURCES https://t.co/xDdCFbQYAc",2018-05-21 18:04:04+00:00,2
997573724529455104,997573357573951488,Quote,Comment,Santa_Fe_Shooting,"The Santa Fe school shooting is 2nd this week, 3rd this month and 16th this year https://t.co/lhu76mSKYq",2018-05-18 20:23:17+00:00,trumpovitch has spent more effort this year lying about Stormy Daniels than trying to protect children. https://t.co/RTwBF9cVZ1,2018-05-18 20:24:44+00:00,1
997580916049391616,997575763015630848,Quote,Comment,Santa_Fe_Shooting,“Prepare to watch the NRA boast about getting higher donations. Prepare to see students rise up and be called ‘civil terrorists’ and ‘crisis actors.’ Prepare for the right-wing media to attack the survivors.” https://t.co/YV4rXE07x6,2018-05-18 20:32:50+00:00,"Prepare to watch the Left propagate complete BS about guns and gun violence, then shriek “you have blood on your hands” at anyone who dares point out their fallacies. https://t.co/43qWX6R7M8",2018-05-18 20:53:19+00:00,1
997550449703043072,997499721995489280,Quote,Explicit_Denial,Santa_Fe_Shooting,,,"Jesus this is so invalid, I want a list of all 101 mass shootings this year with facts and backed up #FakeNews https://t.co/Lq87pwwqsm",2018-05-18 18:52:15+00:00,2
993943230025678848,993933699052916736,Quote,Comment,Iran_Deal,"Iran's president says it will negotiate staying in nuclear deal with European countries, Russia and China despite U.S. withdrawal https://t.co/jhMv4VaGl5",2018-05-08 19:20:34+00:00,"BBC is meanwhile reporting fake news 

#IranNuclearDeal #Trump https://t.co/J4PlUtLAA3",2018-05-08 19:58:27+00:00,1
994315532672225280,994034901140811776,Quote,Implicit_Denial,Iran_Deal,,,I think we had enough of the Clinton era of political lies and mistakes. Just look how well your husband's North Korea appeasement policy worked out for us. https://t.co/dscyF2WvCJ,2018-05-09 20:37:51+00:00,1
995588992266485760,995424104286179328,Quote,Explicit_Denial,Iran_Deal,,,You lie everyday. That’s why people don’t trust you. #Nixon Was better. https://t.co/gfl2i4Hizr,2018-05-13 08:58:07+00:00,2
995684624503259136,995503115041460224,Quote,Comment,Iran_Deal,GRAB THE POPCORN: Iran Threatened to Name Politicians Who Took BRIBES to Pass Nuclear Deal https://t.co/IKLk0HP9Ac,2018-05-13 03:16:52+00:00,Waiting.... #QAnon #FakeNews @POTUS https://t.co/WzgTku9ndV,2018-05-13 15:18:08+00:00,1
995761309319868416,995758467645353984,Quote,Explicit_Denial,Iran_Deal,,,"This is false information. Republicans, Democrats, Independents, AMERCIANS - I urge you to not blindly believe whatever this human states. This is SO false it’s harmful. Put your party aside and EDUCATE yourself. Something @realDonaldTrump refuses to do https://t.co/gX2XPUk5ga",2018-05-13 20:22:51+00:00,2
996909115547975680,995829037615460352,Quote,Implicit_Denial,Iran_Deal,"When you're paid for years to launch disingenuous attacks at the Iran Deal, at least own the consequences of blowing it up.. https://t.co/zTt1YFut8O",2018-05-14 00:51:58+00:00,"You confessed to Obama and admin lying about it to the American people in order to get it done.
Sit this one out Ben.
The future is not going to work out in your political favor @brhodes. https://t.co/hf6fGJZThF",2018-05-17 00:23:49+00:00,1
997220969012973568,997201250654609408,Quote,Comment,Iran_Deal,#BreakingNews: #Israeli occupation force arrests a #Palestinian youth in #Jerusalem on the pretext of possession of a sharp tool. https://t.co/hSuCuZ64D2,2018-05-17 19:44:39+00:00,"It isn't Zionism is a crime, ZIONISM IS CRIME, one and the same, deceit, lies, dishonesty, evil, 
M.Oren TL-filled with LIES
Palestinians lack exactly what defines Zionism,
Drumpf kills Iran deal Israel attacks soon thereafter,
Pretext&amp;human shields,both unneeded for their crimes https://t.co/73aXYR5l7C",2018-05-17 21:03:01+00:00,1
1001181916303896576,1001143923035787264,Quote,Explicit_Denial,Santa_Fe_Shooting,"Meanwhile, 7 shot so far this Memorial Day weekend in Chicago where they have total gun control... just another day in the hood!",2018-05-28 16:51:26+00:00,There is no “total gun control” in Chicago.  And what kind of person makes light of the epidemic of gun violence in America?  #subtext https://t.co/268ZI1pL7U,2018-05-28 19:22:24+00:00,2
1001392888742281216,1001317899045343232,Quote,Explicit_Denial,Santa_Fe_Shooting,"David Hogg and the mainstream media don't want you to know this, but 8 people were killed and 30 we're injured in shootings this weekend in Chicago. Funny how they claim to care about shootings but not the ones in cities with lots of gun control.",2018-05-29 04:22:45+00:00,This tweet is extremely misleading and the situation is much more nuanced than she wants you to believe. https://t.co/dZiLc0rf08,2018-05-29 09:20:44+00:00,2
994543199283752960,994366417242918912,Quote,Explicit_Denial,Santa_Fe_Shooting,,,"@NRA Stop lying and protect our young people from being killed by assault weapons. They are murderers, not law abiding citizens. https://t.co/uRwo1fNqb5",2018-05-10 11:42:31+00:00,2
1019726176624037888,1019282723826003968,Quote,Explicit_Denial,General_Terms,"Parent’s curfew with each child:

1st child: “be home by 10!”
2nd child: “alright you can stay out until midnight”
3rd child: “as long as I see you within 3-5 business days I honestly don’t care what time you’re home”

I’m not mad ur mad",2018-07-17 18:08:33+00:00,Well that’s a lie 😅😅 im the 3rd and I’m 18 and it’s like “be home by 11:30pm or imma beat your ass.” https://t.co/VD17G94cNN,2018-07-18 23:30:40+00:00,2
1019630415626133504,1019629769204248576,Quote,Implicit_Support,General_Terms,"Our intelligence communities say Russia is actively trying 2interfere in our election. So Mr President, “do U believe that Russia is trying 2interfere in our election?”

Wednesday Trump: “NO”

SO ARE WE ALL FUCKING DONE NOW DEBATING ON WHETHER OR NOT HE MEANT WHAT HE SAID ON MON?",2018-07-18 17:07:35+00:00,"The president is a liar!
#TreasonSummit 
#OccupyLafayettePark #TreasonSummit #ImpeachTrump https://t.co/1FxkDAGjPo",2018-07-18 17:10:09+00:00,1
1019768298848698368,1019489351057727488,Quote,Implicit_Denial,General_Terms,My piece: Rahul Gandhi Should Not Fall Into the BJP Trap https://t.co/XuajYDRvbd,2018-07-18 07:49:37+00:00,"Why @waglenikhil was not included in #CWC ? 

When Fake editor licks  boots of an illeterate
beyond thinking!🤣🤣🤣 https://t.co/dT9yk9CSXD",2018-07-19 02:18:03+00:00,1
1019836843368636416,1019661903277195264,Quote,Implicit_Denial,General_Terms,Ellison: National Borders Create ‘An Injustice’ for ‘Regular People’ Seeking Higher Wages. Wtf? https://t.co/wE6ciwdJ9T,2018-07-18 19:15:16+00:00,"OH HELL NO...this muslime brotherhood RAT has to go! GET HIM OUT of our government! #WalkAway from DEMONrat party of oppression, socialism, marxism, hate, violence, injustices, lies, corruption!! https://t.co/OH4Hq0sKJV",2018-07-19 06:50:25+00:00,1
1019659854368174080,1019659437349507072,Quote,Implicit_Support,General_Terms,"Sarah Sanders says President Trump was saying ""no"" to the cook in the back of the room as in no fries with lunch...
Not ""no"" that Russia isn't targeting the United States. ""He does believe they would target U.S. elections."" https://t.co/EOBrkG9Ard",2018-07-18 19:05:28+00:00,"For them to lie as much as they do, you’d think they would be better at it by now https://t.co/dqrqdXkGVQ",2018-07-18 19:07:08+00:00,1
1021096602482561024,1020828655289815040,Quote,Implicit_Denial,General_Terms,"Honeys, Just had to haul the slut out again. Still amazes me. Hussy. https://t.co/Vig0M7yDsJ",2018-07-22 00:31:32+00:00,Dare to be willfully stupid... just substitute analytical thought with fake narrative. https://t.co/rPDI0AbWGm,2018-07-22 18:16:15+00:00,1
1021545396588437504,1021080084529270784,Quote,Explicit_Denial,General_Terms,Every girl that got her body done has these slippers. https://t.co/GFmmHheUW8,2018-07-22 17:10:37+00:00,Not true. I have these but I don’t have a flat butt. https://t.co/su8sZzGrot,2018-07-23 23:59:36+00:00,2
991788810542419968,991764327270055936,Quote,Implicit_Support,Iran_Deal,,,"Iran already had $10bn in assets frozen, was given $1bn back under Obama. This false narrative is being used to demonise #Iran, when in fact Saudis, Israelis and Americans are the likely suspects.  Pentagon blatantly was hit by missile and Rumsfeld accidentally admitted as such https://t.co/FBHwmeioiz",2018-05-02 21:17:33+00:00,1
991805571572486144,991787384227364864,Quote,Implicit_Support,Iran_Deal,,,"Oompa Loompa oompadie dee,

Hey @realDonaldTrump stop spewing bull$hit &amp; #lies.

@POTUS @GOP #LiarInChief #IranDeal #Iran #ImpeachTrump to #MAGA https://t.co/Bi3A8uIBm1",2018-05-02 22:24:09+00:00,1
991824512537817088,988941141444739072,Quote,Explicit_Denial,Iran_Deal,"Calling for impeachment is about protecting our Constitution, our country, and our people. There’s no sense in dismissing the resistance to Trump at this crucial juncture in American politics. We are watching history unfold before our eyes, which side do we want to be on? https://t.co/JNZNYGGHC2",2018-04-25 00:41:56+00:00,"What a fuccing traitor @TomSteyer is. He lies about 
President Trump as he is doing everything he can to remove nuks. Brokered peace in Korea and is stopping Iran from getting the bomb

WTF has loser Steyer done for this country except create deception

Stop him don't support https://t.co/hjxvCGcOjc",2018-05-02 23:39:25+00:00,2
992133506384973824,991895458053214208,Quote,Explicit_Denial,Iran_Deal,,,"I don't get why I should find this more import than say, Clinton lying about RIGGING AN ELECTION or Obama about paying Iran money that fueled their nuclear program. Or Bush about WMD in Iraq. 

No, David. I don't give a shit. Not one single shit. STFU. https://t.co/GRYzdVyZ7u",2018-05-03 20:07:15+00:00,2
992036742289965056,991914344022716416,Quote,Implicit_Support,Iran_Deal,Caroline Glick: The Ayatollah's Archive Violates the Iran Deal | Breitbart https://t.co/cLFwdUdcgO via @BreitbartNews,2018-05-03 05:36:23+00:00,".@SenBennetCO #IranDeal Update ""Despite misleading claims by former Obama administration officials and their supporters in the liberal media that the material provided “nothing new,” the existence of the archive itself is a bombshell.""-@CarolineGlick https://t.co/ypfUXcVcaI",2018-05-03 13:42:45+00:00,1
997704242969370624,997499721995489280,Quote,Explicit_Denial,Santa_Fe_Shooting,,,These numbers are legitimate bullshit. https://t.co/pWjLAkrhW9,2018-05-19 05:03:22+00:00,2
997592451501064192,997545960275369984,Quote,Explicit_Denial,Santa_Fe_Shooting,"*sigh*
I just found out there was another school shooting today, now here in Texas.

At this point, fuck “gun control” reform...

Just repeal the entire fucking 2nd. I’m done with this shit.

And fuck your white, unstable, gun-toting, fragile-ass feelings, too.",2018-05-18 18:34:25+00:00,wrong https://t.co/bwQMTwSfW7,2018-05-18 21:39:09+00:00,2
997598478451855360,997587284760330240,Quote,Explicit_Denial,Santa_Fe_Shooting,"Briefed by law enforcement in Santa Fe this afternoon on the ongoing investigation of today’s tragic shooting. Grateful to local, state, and federal officials for their work. Ready to assist in any way we can https://t.co/cw40xSZmgG",2018-05-18 21:18:37+00:00,"You receive money from the NRA and have a pro-gun voting record, you can keep your fake ass help https://t.co/IEycX42Abm",2018-05-18 22:03:06+00:00,2
997512009833951232,997511065620701184,Quote,Comment,Santa_Fe_Shooting,"What we know about the Texas school shooting:

- At least 8 dead, mostly students

- At least 12 people hospitalized

- Suspected shooter is in custody and believed to be a student at the school, sheriff says

- This is the 22nd school shooting in 2018

https://t.co/l6O5SRnZLC",2018-05-18 16:15:45+00:00,"Just another school shooting in America. At least 8 dead. The Fake President will have less to say about it than he did about a single death in a knife attack in France. 🤔 
#uspoli #USPolitics #SantaFe https://t.co/CkXKmLR3OY",2018-05-18 16:19:30+00:00,1
998951021555716096,998949233431601152,Quote,Implicit_Support,Santa_Fe_Shooting,‘LIE!’ Jimmy Kimmel Pushes Bogus School Shooting Stats That Have Been Disproven https://t.co/CjefwaKs5S https://t.co/VHK059uuOc,2018-05-22 15:30:31+00:00,"Why you gotta lie, Jimmy? https://t.co/3pkqnWMuw5",2018-05-22 15:37:37+00:00,1
998805000833945600,998803189112754176,Quote,Implicit_Denial,Santa_Fe_Shooting,VERIFY: Was Santa Fe shooting suspect bullied? https://t.co/o9mogstRXd https://t.co/6YklD6loem,2018-05-22 05:50:11+00:00,You know I’m tired of this bs the kid shot up a school killed kids bullying or not he still did it https://t.co/YQNOdSvwOj,2018-05-22 05:57:23+00:00,1
999089022310985728,999008283787776000,Quote,Implicit_Denial,Santa_Fe_Shooting,"Bruising from a bb gun, accidental shootings, and incidents that don't involve students or staff make up almost half of CNN’s school shooting count. https://t.co/iLsxutaEjC",2018-05-22 19:25:10+00:00,1 shooting is too many. Who cares about the inflated numbers all media lies no matter what side you support. https://t.co/a9XVgd7nJ6,2018-05-23 00:45:59+00:00,1
999351603797864448,999288175511113728,Quote,Explicit_Denial,Santa_Fe_Shooting,".@Publix is a #NRASellOut 
In Parkland we will  have a die in the Friday (the 25th)  before memorial day weekend. Starting at 4pm for 12 min inside our 2 Publix stores. Just go an lie down starting at 4. Feel free to die in with us at as many other @Publix as possible.",2018-05-23 13:57:21+00:00,"Anti-labor David Hogg boycotting employee-owned @publix is just wrong. I support small business, and the hard working owner operators. Show your support for labor, and go shop there. https://t.co/b6a0mMmMBh",2018-05-23 18:09:24+00:00,2
999349405055639552,999319220973391872,Quote,Implicit_Support,Santa_Fe_Shooting,,,@ericswalwell is a liar and disgraceful for using the name of Law Enforcement to further his unconstitutional ant-rights agenda. https://t.co/Jd0jWH83mb,2018-05-23 18:00:39+00:00,1
997928249257873408,997529781733294080,Quote,Explicit_Denial,Santa_Fe_Shooting,,,"A man was shot at St Brendan's Primary school in Craigavon in 2016, so not true. https://t.co/dWdga3fMSX",2018-05-19 19:53:29+00:00,2
997547932902739968,997530890145280000,Quote,Explicit_Denial,Santa_Fe_Shooting,We’re not attacking the Second Amendment. We’re putting the safety of our children FIRST.,2018-05-18 17:34:32+00:00,Liar.  You promote killing them in the womb. https://t.co/oXU0QTziTF,2018-05-18 18:42:15+00:00,2
997567544889311232,997508136721412096,Quote,Explicit_Denial,Santa_Fe_Shooting,,,"Really

The NRA came in and shot up another school?

Bullshit

Another head case shot it up

Who let the shooter get the gun and ammo?

Why did he do it? https://t.co/SwH1oL2pBu",2018-05-18 20:00:11+00:00,2
